username, created_at, lng, lat, text
phillzcoffee, Sat Jan 30 03:36:22 +0000 2021, -73.948775, 40.655138, @NoWaveCoffee Yep. Brooks and Tommy are off contract this year. And yeah they liked Russ’s “character.”Beal at lea… https://t.co/G9seb716DS 
wisski01, Sat Jan 30 03:36:22 +0000 2021, -122.455344, 47.242960, She will never win 
parah_robert, Sat Jan 30 03:36:22 +0000 2021, -72.451172, 43.871757, @Kewlchik31 I’m doing fine sweetheart thanks for asking how you doing sweetheart? 
Magill_Bauerle, Sat Jan 30 03:36:22 +0000 2021, -81.800579, 32.440511, @KickXel Demon😈😈 
gaymiIa, Sat Jan 30 03:36:22 +0000 2021, -121.739163, 38.558554, check on your friends but take care of yourself 
barbiebrox, Sat Jan 30 03:36:22 +0000 2021, -89.135170, 41.346671, @RealBrysonGray Me too!Dallas here I come! 🇺🇲 
mlebischak, Sat Jan 30 03:36:22 +0000 2021, -95.446486, 29.838495, Used to love watching the D'Backs and Rockies square off when Goldschmidt &amp; Arenado were leading the respective squ… https://t.co/WUBHPEHUwh 
brentlythomas, Sat Jan 30 03:36:22 +0000 2021, -87.732013, 41.833585, @jaboukie https://t.co/FSwIaBGHE9 
Loyalty03610440, Sat Jan 30 03:36:22 +0000 2021, -96.476539, 32.092979, AMEN 🙌🏾 I'm so grateful friend 🙌🏾 
mariemeee___, Sat Jan 30 03:36:22 +0000 2021, -95.446486, 29.838495, 😂 
pxpgraphics, Sat Jan 30 03:36:23 +0000 2021, -122.228685, 37.791994, @bryanbartow @eschaton @xenadu02 @schwa @gravicle I see this both ways... experts also have the opportunity to lear… https://t.co/ftSJUL2kno 
OneGreatUser, Sat Jan 30 03:36:23 +0000 2021, -81.037826, 35.226411, 🗣@ViktorTheViking I see something @TwitchPoiZzoN is looking pretty good https://t.co/pVHviHg56q 
johnjbeatonjr, Sat Jan 30 03:36:23 +0000 2021, -70.363531, 41.667737, @KarinaLongworth What’s Up Doc? 
foxflores, Sat Jan 30 03:36:23 +0000 2021, -117.887439, 33.739992, @GustavoArellano 🤣 
30sbabyyy, Sat Jan 30 03:36:23 +0000 2021, -117.887439, 33.739992, 🅰️K. 
mikealexbolling, Sat Jan 30 03:36:23 +0000 2021, -87.732013, 41.833585, Guarantees!!!! @OldTakesExposed ✍️“All but” — he’s a media guy for sure! 
TheBillyDixon, Sat Jan 30 03:36:24 +0000 2021, -76.255686, 36.895082, If you sensitive don't listenThere I said it 
kimwroblewski_, Sat Jan 30 03:36:24 +0000 2021, -87.896835, 42.883274, @sydnemorgann But free form always makes it seem like they’re for women empowerment so I’m confused 
DCSnead6, Sat Jan 30 03:36:24 +0000 2021, -82.985772, 39.994684, LONZOOOO 
LindaVonniessen, Sat Jan 30 03:36:24 +0000 2021, -121.796444, 37.985661, @CNNPolitics I am speechless,seeing those to,but why I am not surprised!!! 
absinthefather, Sat Jan 30 03:36:24 +0000 2021, -75.117998, 40.004866, @residentkilljoy i miss you 
acesmalls, Sat Jan 30 03:36:24 +0000 2021, -84.433106, 33.767195, Please go to sleep 
JWLevitt, Sat Jan 30 03:36:24 +0000 2021, -98.319925, 38.498196, @sydlovesspuds Oh yay! 
ross_meyerson, Sat Jan 30 03:36:25 +0000 2021, -118.411907, 34.020789, @Thischarminham @Athletics That was Roy Steele for me. I unfortunately lived away from the bay for most of Callahan… https://t.co/LNVIGamuaV 
EWCWFWrestling, Sat Jan 30 03:36:25 +0000 2021, -81.921456, 41.490977, [:Breaking News:] The finals of the king Ring are postponed Until nightmare is cleared 
paulthecajunguy, Sat Jan 30 03:36:25 +0000 2021, -90.706767, 29.648702, @JangoBunBun @RoannokeGaming Not as bad as that commenter tho 
A2protectsA1, Sat Jan 30 03:36:25 +0000 2021, -117.257114, 32.993884, @ChuckCallesto https://t.co/YoVHSm156A 
Myss_Willis, Sat Jan 30 03:36:25 +0000 2021, -73.948775, 40.655138, @WCoopcity 😭😂🤣 luckily it’s only a few cents. I’m more pissed at amc!!! How long we sposed to hold for!!! Damn!!! 
Mavpuck, Sat Jan 30 03:36:26 +0000 2021, -96.053431, 41.275721, Yikes. Shorty attempt for NoDak.Get it together guys! 
hmoneyy1, Sat Jan 30 03:36:26 +0000 2021, -157.799589, 21.319944, @keiaralockett 😌😌😌😌 
milk_grl, Sat Jan 30 03:36:26 +0000 2021, -82.567008, 35.539073, @a_flex_is I had no idea 😧 
ColoradoCatie, Sat Jan 30 03:36:26 +0000 2021, -104.922093, 39.713563, @GoProFun Thank you!! 
rockinrobinwv, Sat Jan 30 03:36:26 +0000 2021, -81.733039, 38.375562, @SteveHofstetter Vile 
illiniwez85, Sat Jan 30 03:36:26 +0000 2021, -85.565688, 42.290524, @ChiefBigG How is it Illinois keeps getting Mr Illinois basketball that can't play dead? Adam Miller is disappointing to say the least. 
Sonofsoul78, Sat Jan 30 03:36:26 +0000 2021, -87.805900, 42.726100, Just posted a video @ Racine, Wisconsin https://t.co/3752UrEwjZ 
RickAndGriff, Sat Jan 30 03:36:26 +0000 2021, -84.433106, 33.767195, @Phoenix_atl @MissLaLaRi But ya looked fierce once they all fell off! 😝 
georgia_geen, Sat Jan 30 03:36:26 +0000 2021, -73.199118, 41.185674, yeah dude you’re right, life is about choices. like how I am 22 and I can either choose to repair my car or get gro… https://t.co/mmj1oQsZja 
SwiftyBankai, Sat Jan 30 03:36:26 +0000 2021, -87.967292, 43.056722, @BunnyGain0 @SwiftyBankai 
anormalcollar, Sat Jan 30 03:36:26 +0000 2021, -77.604684, 41.117936, @stephiesmallls Whoa.  Delete all and start over 
PoundCakeGH, Sat Jan 30 03:36:26 +0000 2021, -123.130836, 49.174242, @luxagami Who was it? 
wendtmanfred, Sat Jan 30 03:36:27 +0000 2021, -100.076888, 31.168893, Doge right now https://t.co/exPNFm7XhK 
Mrs_Meowmerz, Sat Jan 30 03:36:27 +0000 2021, -93.018145, 45.067479, I wasn't sure if I should comment this but @LATH1SMS is so important to me. Not exaggerating, until I stumbled upon… https://t.co/v2tq6s5OJI 
forthegallows, Sat Jan 30 03:36:27 +0000 2021, -93.205056, 45.165333, THIS IS SO GOOD 
stacexface712, Sat Jan 30 03:36:27 +0000 2021, -75.417173, 41.085932, @rowe_boat I’ll cry rn 
tinymanji, Sat Jan 30 03:36:27 +0000 2021, -80.631132, 35.401981, Mets owner is Charmin ultra soft for deleting his Twitter. 
holidaymatinee, Sat Jan 30 03:36:27 +0000 2021, -74.258623, 40.748984, Today, I joined a town hall for parents @square and it was so refreshing to hear 1) I’m not alone and 2) it’s perfe… https://t.co/935TFFyLGh 
jenniferlopezm8, Sat Jan 30 03:36:27 +0000 2021, -100.076888, 31.168893, I love when I get a teacher that motivates her students so much like yasss girl thank you 🥺🤍 
JJoshhh, Sat Jan 30 03:36:27 +0000 2021, -88.161555, 30.683649, Moe’s 
AnalogJoy_the, Sat Jan 30 03:36:27 +0000 2021, -82.567008, 35.539073, Please help: how can I stop buying good games that I find on clearance shelves at 50% sometimes 75% off? Am I the o… https://t.co/mDInJusvQ6 
maya_chavez_, Sat Jan 30 03:36:28 +0000 2021, -71.421832, 41.817084, @waksmulski 😂😂😂#cancelnickhemond 
Aprophecy310, Sat Jan 30 03:36:28 +0000 2021, -118.203378, 33.925262, @brazybratzdoll Me too!!! 
Coach_H_HHS, Sat Jan 30 03:36:28 +0000 2021, -86.846753, 40.407236, Raiders with the Dib against the all transfer team. Nice work @ben_hendersson and @jakewa1ters 🔷🔶🔷🔶 
barbieguerreroo, Sat Jan 30 03:36:28 +0000 2021, -100.293591, 25.641718, a mi si me gustaría ser conocida por muchas personas y que se refirieran a mi como ✨“ayyy ella es mi amigA”✨ 
humorofphilly, Sat Jan 30 03:36:28 +0000 2021, -75.117998, 40.004866, You AInt get ya bitch back yet 
NicksElixir, Sat Jan 30 03:36:28 +0000 2021, -74.508969, 39.446196, @tinnkky Agree. It's not timeless. Unless the film is specifically about pandemics and plagues. 
jocejo1880, Sat Jan 30 03:36:28 +0000 2021, -100.293591, 25.641718, Mostrando Algunos de mis Jerseys https://t.co/4wya03Bl8U via @YouTube 
johnedugan, Sat Jan 30 03:36:28 +0000 2021, -87.732013, 41.833585, @kennykeil GOAT 
EarlRob14400178, Sat Jan 30 03:36:28 +0000 2021, -84.370972, 39.184262, @NEGirl711 In 86 
lexistexasss, Sat Jan 30 03:36:28 +0000 2021, -80.770749, 28.361336, Im not with the bullshit fr 
JeffDebray, Sat Jan 30 03:36:28 +0000 2021, -117.434547, 47.667438, @DHThompson38 the reason I supported him obvi 😂 
daddy_nugs, Sat Jan 30 03:36:28 +0000 2021, -122.455344, 47.242960, So happy to be back in the weed industry🥲 
OscarVisiedo, Sat Jan 30 03:36:28 +0000 2021, -80.304663, 25.857732, @WaltDisneyWorld The new Mickey. https://t.co/PjQZvWudfb 
PeteNJ41, Sat Jan 30 03:36:28 +0000 2021, -74.259939, 39.933079, @tjschu @grandoldmemes She’s honest.  That’s the most important qualification. 
TOMBZZZ, Sat Jan 30 03:36:28 +0000 2021, -87.732013, 41.833585, Admittedly wasn't familiar w @AidanSokolMusic before this @spaceyacht stream tonight but damn that was a slick set.… https://t.co/mMSpEdvJEc 
EDennison, Sat Jan 30 03:36:29 +0000 2021, -95.913642, 36.109392, @MagsVisaggs TJ was a red head 
MiguelAmodio, Sat Jan 30 03:36:29 +0000 2021, -118.244500, 34.056400, My ol’ GMC Terrain has evolved into a Chevy Traverse RS. Already getting a few basic mods for this bad bi**h, but t… https://t.co/rTJyxjFRPg 
JayZawaski670, Sat Jan 30 03:36:29 +0000 2021, -87.665193, 41.558940, Before you vote, really consider the question. All things considered, do you feel the 2021 Blackhawks are underachieving? 
LittleVodkaOwl, Sat Jan 30 03:36:29 +0000 2021, -105.550890, 38.997936, @its_me_your_mom *at ruining everythingThere fixed it 
Cu_shay_la, Sat Jan 30 03:36:29 +0000 2021, -119.306608, 37.269176, Having a sugar daddy is wonderful Paid hotel , paid trip , paying for my hair 😌 and no punani was given up and sent… https://t.co/skD15Qy882 
Eddy_564, Sat Jan 30 03:36:29 +0000 2021, -117.104989, 32.810012, My top favorite shows of all time 
galiotacabron, Sat Jan 30 03:36:29 +0000 2021, -122.330602, 47.614817, https://t.co/M8rStLladx 
coltwhitmore, Sat Jan 30 03:36:30 +0000 2021, -111.972870, 43.489950, Chillin with my homies! @jeffngreg @ Greybush Studios https://t.co/z01CNmxoJI 
gabriemh19, Sat Jan 30 03:36:30 +0000 2021, -121.896165, 37.431473, $0.02 go and get some #DOGE 
JaelinTheUncle, Sat Jan 30 03:36:30 +0000 2021, -94.559281, 39.100048, *Dick Sucked * 
ScottPoi, Sat Jan 30 03:36:30 +0000 2021, -93.463637, 37.125845, @micarebear1 She’s absolutely horrible.  Her looks have been so messy.  If she wasn’t good at comedy she’d be nobody. 
KaroneGodley, Sat Jan 30 03:36:30 +0000 2021, -80.846785, 35.209059, H💙gH https://t.co/LBxUaZmvHh 
Cutt_ThaCheck, Sat Jan 30 03:36:30 +0000 2021, -80.090977, 26.640987, Sometimes I feel so mad but don’t know who or what to be mad at 🙂🙂 
mzkatie30, Sat Jan 30 03:36:30 +0000 2021, -111.926000, 33.493100, Just posted a photo @ Scottsdale, Arizona https://t.co/Pbqa44zbxD 
kajunboi, Sat Jan 30 03:36:31 +0000 2021, -83.804475, 27.698682, Shit hot asf 
navigatorjoe, Sat Jan 30 03:36:31 +0000 2021, -79.861034, 35.170499, @RhozalynGordon You have my prayers. I am so sorry. 
jazzygirl081, Sat Jan 30 03:36:31 +0000 2021, -117.104989, 32.810012, Something 
JudeAcers, Sat Jan 30 03:36:31 +0000 2021, -90.060911, 29.959494, Looking for Jude? After dark or when the weather is bad, grab a drink and play a socially-distanced chess game with… https://t.co/TWVFEHY58t 
JohnKasprzyk3, Sat Jan 30 03:36:31 +0000 2021, -82.916217, 42.672327, @Thisisbigvoice @Richard52744742 @WhiteHouse45 Social security is a program that every working person pays into alo… https://t.co/8wAzDtkhch 
reachsummitpod, Sat Jan 30 03:36:31 +0000 2021, -93.221873, 45.563599, Inbounds stolen by Rebraca. Hawks hang on! 
Iman_Chatman0, Sat Jan 30 03:36:31 +0000 2021, -117.104989, 32.810012, https://t.co/G9TUk9IeD9 
QueenSarahSatur, Sat Jan 30 03:36:31 +0000 2021, -73.948775, 40.655138, @redditinvestors I'd tell her to get bent, but, I don't know how she could get more crooked. 
leticiaadelfino, Sat Jan 30 03:36:32 +0000 2021, -77.014398, 38.898603, In need of a very serious professional massage. Does #covid approve? 
mc954fl, Sat Jan 30 03:36:32 +0000 2021, -80.146175, 26.121126, Tasty Vibrations at Backyard  https://t.co/halaR46xqi 
angelicjuju, Sat Jan 30 03:36:32 +0000 2021, -80.953992, 34.085261, @_itskellykell You look so beautiful 🥺😍 
BenjaminNething, Sat Jan 30 03:36:32 +0000 2021, -82.669467, 40.365160, @jrlikeswhisky ty 
RobbieRaughRN, Sat Jan 30 03:36:32 +0000 2021, -78.764632, 43.009117, https://t.co/RCaIt5lBJs 
fernapaba, Sat Jan 30 03:36:32 +0000 2021, -81.549320, 28.304521, Dr. Compotica, sírvase presentar tres ejemplos de la “megalomanía” y tres del “unanimismo” de @petrogustavo en caso… https://t.co/kBnP2hdKQl 
hendrickson7777, Sat Jan 30 03:36:32 +0000 2021, -83.622481, 43.085117, Exactly 
PeterFlorio14, Sat Jan 30 03:36:32 +0000 2021, -84.426804, 46.532680, @Hisname_is_Mudd @dboissoneau Yeah for sure man.  I know.. he'd already be coach of the Flames and Ward wouldn't.… https://t.co/XUcUZvstQa 
irishsara88, Sat Jan 30 03:36:32 +0000 2021, -75.085715, 40.562320, @dannydietrich 😳💪🏼 
TSO_Patrick, Sat Jan 30 03:36:32 +0000 2021, -105.123320, 39.685852, @JMattWeaver Been in Denver 21 years...still a Cardinals fan. Rockies mgmt has done little to change my mind as far… https://t.co/OUyujFeU69 
jay_tate, Sat Jan 30 03:36:33 +0000 2021, -86.541606, 35.954332, I get my hair cut in the morning! 🙌🏽 I missed last week so I’m feeling a little rough lol 
MLK_859, Sat Jan 30 03:36:33 +0000 2021, -85.768241, 37.822244, GOP Q US Representative Greene says 9/11 happened when Obama was president. Called ant White person that voted for… https://t.co/E30tyhZ5s9 
thesunsetnoir, Sat Jan 30 03:36:33 +0000 2021, -90.011008, 29.982601, Should I start Bridgerton , Wanda vision , or bling empire ????? Or should I go to bed ?! 
BrocatoDan, Sat Jan 30 03:36:33 +0000 2021, -90.168199, 29.960024, @tine__christine Pawwty 
WSMVLisaSpencer, Sat Jan 30 03:36:33 +0000 2021, -86.791549, 36.200008, @Tom_Stanford @LBannonWX Yes it does😊 
_its_tash, Sat Jan 30 03:36:33 +0000 2021, -81.453461, 41.516981, Hope these next few days fly past 
MetalBlonde, Sat Jan 30 03:36:33 +0000 2021, -123.490236, 48.826854, @KDunbarWrites @BretInVancouver Oh yessssss I need!! 
nickpulice514, Sat Jan 30 03:36:33 +0000 2021, -71.088712, 42.313670, https://t.co/cl8hrW7reY 
Penvic2030, Sat Jan 30 03:36:33 +0000 2021, -122.144030, 37.414371, the Globalists want a fascist totalitarian dystopian society. Just think of the former Soviet Union, Communist Chin… https://t.co/Z2AD26dwgd 
movement_doc_, Sat Jan 30 03:36:33 +0000 2021, -95.446486, 29.838495, Name: Jackson Lidisky @JacksonLidisky School: George Ranch HS Position: QBClass: 2023Very mature, very poised!… https://t.co/0tlpApnkBw 
alexxfuselier, Sat Jan 30 03:36:33 +0000 2021, -71.683502, 42.036939, @eggsaladbabey REST YOUR MIND SWEET REGIS!!!!! mental health trumps a gpa that serves capitalism and an unhealthy i… https://t.co/XCT80loSFX 
VeraPtDaRzrAway, Sat Jan 30 03:36:33 +0000 2021, -77.017853, 39.008349, What exactly grossed you out? 
kariecupcake, Sat Jan 30 03:36:34 +0000 2021, -118.036983, 33.818910, @JeanetteAlfor16 Haha most are douchy 
TheJeromeHalcyo, Sat Jan 30 03:36:34 +0000 2021, -118.411907, 34.020789, Why did they have to cut Charli XCX’s @charli_xcx fire verse in the lip-sync? 😩 #DragRace https://t.co/iHG31R8xyW 
rr1955, Sat Jan 30 03:36:34 +0000 2021, -100.076888, 31.168893, There is a direct correlation to age of Democrats and level of hypocrisy. Older ones just hang on to old beliefs, o… https://t.co/XdV7fRvo7z 
lilieae__, Sat Jan 30 03:36:34 +0000 2021, -118.411907, 34.020789, I really wanna go on a date and get Mochi ice cream 🥺 
carlosurri, Sat Jan 30 03:36:34 +0000 2021, -80.369153, 25.825643, @dontyounou 😳 
ricebowl1982, Sat Jan 30 03:36:34 +0000 2021, -100.000000, 40.000000, “Trust me, you can dance.”- Tequila #cao82 @espolontequila #reposado #wellplayedtequila @ United States https://t.co/781cpg15Rd 
AndyMac970, Sat Jan 30 03:36:34 +0000 2021, -98.123250, 29.705614, @Elessar010 They are the ROCKIES. They don’t want your good players. 
ChinLovesIowa, Sat Jan 30 03:36:34 +0000 2021, -91.618471, 41.754823, @AustinJRoberts Same wait what 
DillyDiIIy0, Sat Jan 30 03:36:34 +0000 2021, -93.208902, 30.331407, Why do they pronounce Kofi Cockburn as Kofi Coburn?Might as well say cock burn because it’s worse trying to hide t… https://t.co/atm3VjXHHJ 
allaboutkayla_, Sat Jan 30 03:36:34 +0000 2021, -84.470388, 33.631277, EVERY MONTH??? TALK YO SHIT!!!! 
tj_morrison714, Sat Jan 30 03:36:34 +0000 2021, -111.866554, 40.407070, Niang out there looking more like an excursion than a minivan 😤 #TakeNote 
Saguaro_HS, Sat Jan 30 03:36:34 +0000 2021, -111.906275, 33.526597, We are going to OT @SaguaroHSHoops https://t.co/IoP5I9zWxB 
B0iFrmDaSouth, Sat Jan 30 03:36:35 +0000 2021, -80.926628, 33.631140, @ShahidiAndre @prince_raheem12 Wya 
maddiedovi21_, Sat Jan 30 03:36:35 +0000 2021, -75.770041, 42.746617, The Little Things was SO GOOD 
TheRealShawn65, Sat Jan 30 03:36:35 +0000 2021, -100.076888, 31.168893, @ReportsDaNews Bye Ted Cruz you POS. 
rksimonlaw, Sat Jan 30 03:36:35 +0000 2021, -80.132962, 25.816966, Those cameras saved her. @DatelineNBC @DatelineNBCProd #Dateline 
FuckTheRestt710, Sat Jan 30 03:36:35 +0000 2021, -116.888907, 33.747793, Can’t be a spin out queen sorry 🤷‍♂️😂😂😂 gotta have bars sonny 
UofLSU, Sat Jan 30 03:36:35 +0000 2021, -90.007789, 34.942182, @ProFootballTalk Arthur Smith must be sum serious... 
varolsunirkimiz, Sat Jan 30 03:36:35 +0000 2021, -75.152170, 38.620866, 🐺🐺🐺 https://t.co/5DIHiZeZrv 
EDnSantaPaula, Sat Jan 30 03:36:35 +0000 2021, -119.228992, 34.289689, @jonstewart The doors are open now Johnny. Welcome. 
MamacitaStellla, Sat Jan 30 03:36:35 +0000 2021, -122.330800, 47.604600, Mood 25/8 @ Seattle, Washington https://t.co/8y9dKpaOYY 
danpolis, Sat Jan 30 03:36:35 +0000 2021, -118.411907, 34.020789, @quintabrunson https://t.co/T5xzGx0mEz 
EirichNathan, Sat Jan 30 03:36:35 +0000 2021, -89.765519, 30.297863, sellouts 
CMBrookePinto, Sat Jan 30 03:36:35 +0000 2021, -77.014398, 38.898603, 🚨Child care, nursery, &amp; private school teachers will be eligible for COVID-19 vaccines starting Monday, Feb 1. OSSE… https://t.co/ygfmnx5aeO 
awfulchriss, Sat Jan 30 03:36:35 +0000 2021, -95.446486, 29.838495, 6 sources of income! 
larepousse, Sat Jan 30 03:36:35 +0000 2021, -71.341059, 46.855857, @matheosxander C’est excellent! Faut tu toffres la saison 1 
OchoA_Problem, Sat Jan 30 03:36:35 +0000 2021, -73.948775, 40.655138, On his Mata 
RonJoyaa, Sat Jan 30 03:36:36 +0000 2021, -95.446486, 29.838495, Not gonna lie I forgot Biden was President 😭😭 
PaulDaytona22, Sat Jan 30 03:36:36 +0000 2021, -81.068556, 29.190223, Jesus said, "The city I'm giving you is eternal." 
test5geo1798, Sat Jan 30 03:36:36 +0000 2021, -118.411907, 34.020789, TEST_GEO_Hierarchy: cdcde25f-88b5-4a80-9f6f-f80b24bca69c 
thexwilhelminax, Sat Jan 30 03:36:36 +0000 2021, -76.473111, 44.320833, https://t.co/bZ7zdrCUhY 
lizethramirezr1, Sat Jan 30 03:36:36 +0000 2021, -111.498181, 28.969863, ya mátenme o algo 
test5geo1798, Sat Jan 30 03:36:36 +0000 2021, -119.306608, 37.269176, TEST_GEO_Hierarchy: f2f019ed-3c07-4b24-955b-c1842784aee7 
JustinSanity53, Sat Jan 30 03:36:36 +0000 2021, -117.294096, 34.134925, @EviRodrigo Hubby can video us. 
vkhetan_iit, Sat Jan 30 03:36:36 +0000 2021, -122.395602, 37.792150, Nice puffy clouds and clear sky. https://t.co/cMmevlWTc7 
PseudoNic, Sat Jan 30 03:36:36 +0000 2021, -97.134208, 32.844933, @thatdudeovrthr Thanks!I'll be honest, it was a particularly ugly onion to start with. Had two bulbs unes the pap… https://t.co/wAWzMhNsnS 
micahwhite, Sat Jan 30 03:36:36 +0000 2021, -104.922093, 39.713563, @AlexKeck Whooooooole different 
hippiegoddess17, Sat Jan 30 03:36:36 +0000 2021, -166.599693, 23.691364, Coming from a nigga that looks like he would do some un consenting bullshit any dude who says rape isn’t a touchy s… https://t.co/aVbp0m6Xan 
IlanaMaier, Sat Jan 30 03:36:36 +0000 2021, -73.968542, 40.780709, @kaleypillinger @LevineDowntown @TeamLevineNYC @MarkLevineNYC @natan_horowitz @MattMcRell97 @AparajitaKaphle I keep… https://t.co/9gbmMXF8sY 
DekRecords, Sat Jan 30 03:36:36 +0000 2021, -80.127848, 40.689780, @MeekMill @djkhaled @Diddy Tell your iPhone play Prescription by SG https://t.co/aKNwN0aZev 
_AsiaChante, Sat Jan 30 03:36:37 +0000 2021, -74.499264, 40.511209, @MsDolly_ No deadassss 
KekeRobasaurus, Sat Jan 30 03:36:37 +0000 2021, -109.103726, 25.921947, Si soy 🥰🥰 https://t.co/rBEL5XAD3Z 
bby_peachh, Sat Jan 30 03:36:37 +0000 2021, -95.913642, 36.109392, @janessav i’m fuckin dead, i literally loled 
warmlykelly, Sat Jan 30 03:36:37 +0000 2021, -122.330602, 47.614817, @double_whammied A decade...celebrating you! 
larry_heath, Sat Jan 30 03:36:37 +0000 2021, -79.272570, 43.629311, can anyone recommend any mastering engineers who aren’t white dudes? 
MarcyWin4D, Sat Jan 30 03:36:37 +0000 2021, -97.813645, 30.505958, @UnitedHypocrisy @DDaltonBennett The FBI sucks..we still do not have enough information about the Vegas shooting 
arielleestoria, Sat Jan 30 03:36:37 +0000 2021, -118.131964, 34.177310, @kjramseywrites Wow I’m so sooory love 
Sombirband, Sat Jan 30 03:36:37 +0000 2021, -122.311821, 48.418120, \m/  https://t.co/ZXRvp1y231 
FKomics, Sat Jan 30 03:36:37 +0000 2021, -122.435979, 37.770657, @youlovez0 @cumfornikki Eating, This Look Untouched!! 🙈🥂 
NYCKING, Sat Jan 30 03:36:37 +0000 2021, -73.831187, 40.670879, #NBA #Mavs fans watching ugly 1st Qtr https://t.co/N8JtMr4loD 
trd_mike, Sat Jan 30 03:36:37 +0000 2021, -121.716454, 37.931388, I wanna buy moreeeeeee wtf 
xNighthammerx, Sat Jan 30 03:36:37 +0000 2021, -88.447387, 43.762552, Lift a friend up. Be supportive. Love each other. Be the change. 
BigplayRay5, Sat Jan 30 03:36:38 +0000 2021, -121.998644, 37.973327, @SharikaSoal84 You are certainly not trash. Keep Trumping....it looks good on ya. ✌🏽#Magaseason 
ALBritto, Sat Jan 30 03:36:38 +0000 2021, -81.381449, 31.177709, @DogecoinRise Rip 
tkoning, Sat Jan 30 03:36:38 +0000 2021, -121.979527, 37.523645, @ScannerFremont What?!  I’m at Jack’s!  Oh wait, that’s at the Hub. Lol, I need another beer 🍺. Lol 
AyyeeMonique, Sat Jan 30 03:36:38 +0000 2021, -86.611411, 34.706027, Update buddy applying PRESSURE honey. 
mrp, Sat Jan 30 03:36:38 +0000 2021, -122.435979, 37.770657, @goldman “You look like you were a high school athlete…” https://t.co/2NcdiRud5j 
AxelRoldos, Sat Jan 30 03:36:38 +0000 2021, -84.433106, 33.767195, It's time to abolish the filibuster. I'm going to make this my new obsession. Whatever it takes. I want this For th… https://t.co/oNssjtHRUC 
itsmepaninii, Sat Jan 30 03:36:38 +0000 2021, -91.401008, 30.937336, @queenoftoontown i swear sometimes i forget that it happened my brain literally repressed it. but yes i would overp… https://t.co/hybPQH51Oo 
SavageWOLFX3, Sat Jan 30 03:36:39 +0000 2021, -80.321611, 25.912833, https://t.co/0xePwddNG9 
LaquieshaIsLuv, Sat Jan 30 03:36:39 +0000 2021, -118.411907, 34.020789, Forgot I had half ah bleezy already rolled 🤪 
TylerHydrick, Sat Jan 30 03:36:39 +0000 2021, -92.131274, 34.751936, Corn planted in south Texas? Man. It amazes me how much earlier they get the jump on us. This stuff will have a fun… https://t.co/2LsCIKft53 
Uncle__Jimbo, Sat Jan 30 03:36:39 +0000 2021, -71.138700, 42.657100, Hoppy, sweet, light resin. - Drinking a Hop Evolution by @LordHoboBrewing @ The Park Street Pub  — https://t.co/WtrMpFJniS 
kourtneysneed, Sat Jan 30 03:36:39 +0000 2021, -98.716992, 35.309047, @shalyssamarie 😗 
_MoneyMitch214, Sat Jan 30 03:36:39 +0000 2021, -96.586749, 32.973067, @CreagsList Yeah I saw him on cnn sSHOOK 😂😂. I was like okkk I need to move somewhere else. They buggin 
smurphy44511, Sat Jan 30 03:36:39 +0000 2021, -80.761158, 41.097471, Ohio becomes more embarrassing every day 
ace292325, Sat Jan 30 03:36:39 +0000 2021, -74.240032, 40.417493, Good night so far we won and Dallas losing by 20 😂😂 #NewYorkForever #knicks 
refugiomigema, Sat Jan 30 03:36:39 +0000 2021, -73.832419, 40.756873, Acaba de publicar un video en New York  U.S.A. https://t.co/QOFxKfbuGB 
angieslife, Sat Jan 30 03:36:39 +0000 2021, -83.725610, 42.994459, https://t.co/CIanYv3ksg 
HereForSKIBEE, Sat Jan 30 03:36:39 +0000 2021, -81.431481, 41.659147, I love being Pside 
cnsrvtvefreak, Sat Jan 30 03:36:39 +0000 2021, -74.214139, 40.766601, 💪🏽 https://t.co/9oyy5oYhyG 
paulmcmorris411, Sat Jan 30 03:36:40 +0000 2021, -91.618471, 41.754823, @marcmorehouse I was hoping for more JoeT and Perkins for foot speed, defense, and athleticism. Better matchup at guard. 
artiefogel, Sat Jan 30 03:36:40 +0000 2021, -80.233328, 25.782353, @CreativCulinary @MarcyWin4D @DDaltonBennett Your correct it was Antifa 
jakeswy, Sat Jan 30 03:36:40 +0000 2021, -78.260874, 42.888872, I don’t ever wanna do anything at all everything’s a damn chore 🥴 
Iam_Wonka, Sat Jan 30 03:36:40 +0000 2021, -81.068556, 29.190223, I put hearts under my coworker picture and now her boyfriend mad https://t.co/k8ibsWgWRG 
knotchicken, Sat Jan 30 03:36:40 +0000 2021, -96.761753, 32.819858, "All I need is yo license plate number" 
EricksenBrandon, Sat Jan 30 03:36:40 +0000 2021, -100.076888, 31.168893, Well turning this game off 
Kevin_Kinkead, Sat Jan 30 03:36:40 +0000 2021, -77.604684, 41.117936, Joel Embiid now shooting a career-high 83.4% from the foul line on a career-high 12.2 FTA per 36 minutes. Those are… https://t.co/lVGIDZxzqm 
Iam_Wonka, Sat Jan 30 03:36:40 +0000 2021, -81.068556, 29.190223, I should I add some more 🤣🤣🤣🤣 
el_cactuss, Sat Jan 30 03:36:40 +0000 2021, -83.173867, 32.678207, @greedyahs I won’t tolerate Ed sheers slander on my page 😤😤😤 lol he’s literally one of my top faves. 
lovelylilbelly, Sat Jan 30 03:36:40 +0000 2021, -111.928142, 33.392884, @quistyna Lmaooo my mom would never. 😂😂😂 
