username, created_at, lng, lat, text
MrPTP21, Sat Jan 30 03:36:40 +0000 2021, -79.820465, 43.381396, @KateBDoll Kate! hahahaha. That’s so good lol. 
BrowncoatKal, Sat Jan 30 03:36:40 +0000 2021, -75.770041, 42.746617, If the year has been hard on you and you don’t feel as though you can donate, I completely understand.  Thank you a… https://t.co/iQ7PlChi3f 
buddy_ferrara, Sat Jan 30 03:36:40 +0000 2021, -85.722346, 38.195555, At this point, I’m so desperate I’d do unspeakable things to take a cake to the dome from Steve Aoki mid set 
SixthManShow, Sat Jan 30 03:36:41 +0000 2021, -82.665911, 28.300058, @EKoffsky No one knows exactly what happened with Mo. It’s unfair to say he “screwed up”, plenty of people take eve… https://t.co/GANbXvznnJ 
CHSmrGeorge, Sat Jan 30 03:36:41 +0000 2021, -94.827686, 39.758329, @Lpike25 And I thank you, sir!!! 
ItzMrBlunt2Yall, Sat Jan 30 03:36:41 +0000 2021, -117.000831, 32.705576, @ZayGotWingz @im_kdthoee EASY 
Frank07Mendoza, Sat Jan 30 03:36:41 +0000 2021, -77.207932, 39.136097, El Secreto Para Adelgazar... 😏 https://t.co/PtjbX8ENMp 
angelavela, Sat Jan 30 03:36:41 +0000 2021, -87.732013, 41.833585, @edwinmarcial19 @NPR 5/...needs to change. Hedge funds should absolutely NOT be allowed to short 140%. And if their… https://t.co/IWt5XGXhPJ 
_missgroce, Sat Jan 30 03:36:41 +0000 2021, -95.390870, 29.737360, This King Cake flavor is some of the best gelato I’ve ever had! 😩😋🤗@SweetCupGelato https://t.co/1WrlkbJo6Q 
Zo_It_Is, Sat Jan 30 03:36:41 +0000 2021, -89.993913, 34.848492, Damn phone tryna burn my face off 😬 
michaelnef44, Sat Jan 30 03:36:41 +0000 2021, -117.116533, 32.573709, @EPLightTheLamp Well it’s Joonas. ;) 
withluvindira, Sat Jan 30 03:36:41 +0000 2021, -121.873730, 37.331159, These fucking cramps feel like contractions FML 
rpgood6, Sat Jan 30 03:36:41 +0000 2021, -81.228315, 31.983883, @leprekhan And that includes trading to take on huge contracts 
og___cam, Sat Jan 30 03:36:41 +0000 2021, -82.985772, 39.994684, Bet 
ThomasOtterman, Sat Jan 30 03:36:41 +0000 2021, -149.758794, 61.235042, @horrormuseum @dommyinla @USCCinema 😂 speaking of Sisley and Ebert😂I remember watching the show as a kid (mainly t… https://t.co/zmfQ2eC4T5 
LenaGarciaD, Sat Jan 30 03:36:41 +0000 2021, -96.835249, 33.150140, White claw is like drinking a diet. Gross and uncalled for. Don’t do it!!!! 
marygonza24, Sat Jan 30 03:36:41 +0000 2021, -94.378332, 39.088004, @PCK1013 Thank you 🤗 
THP1640, Sat Jan 30 03:36:42 +0000 2021, -123.279343, 44.569246, @clydeechols @TheRickWilson @YouTube Says fan of Junior, Cruz. 
Auroramwj, Sat Jan 30 03:36:42 +0000 2021, -121.914430, 37.821165, Stay safe. 
face_ventura, Sat Jan 30 03:36:42 +0000 2021, -105.999107, 35.656551, @LeBuuuuut @CraigtheDodge @Rockies Ive been yelling about this trade the last 30 mins....i dont know what to say 
TiffanyElora, Sat Jan 30 03:36:42 +0000 2021, -110.915573, 32.189391, "I cannot walk and chew gum at the same time although that was part of the job requirement." RESIGN if you can't do… https://t.co/gBgAtIjBOh 
jake_ray3, Sat Jan 30 03:36:42 +0000 2021, -82.669467, 40.365160, I am looking forward to this. 
JMattWeaver, Sat Jan 30 03:36:42 +0000 2021, -86.680738, 32.576227, @LucasLeeTweets And even that took winning what, 17 of the last 20, and a marathon game 163 against the Padres? 
_natalieperez_, Sat Jan 30 03:36:42 +0000 2021, -74.153947, 40.572376, @Laurenbaker8007 hiiii love 🥰💗 how are you?! 
ArenaRegulars, Sat Jan 30 03:36:42 +0000 2021, -79.272570, 43.629311, @ghirapurigears This happened to me too! Report it as a bug! 
tatyanasamone, Sat Jan 30 03:36:42 +0000 2021, -83.173867, 32.678207, Im annoyed. 
DaveFultonWrang, Sat Jan 30 03:36:43 +0000 2021, -80.846785, 35.209059, @jcoker1 @pug6994 @NCMarrk 👍 
jennniam_, Sat Jan 30 03:36:43 +0000 2021, -117.700903, 34.071742, I want to birth babies for minority women naturally and safely 😠😠 can my chronic fatigue pls go away so I can get this degree 
sraeyuh, Sat Jan 30 03:36:43 +0000 2021, -112.124676, 33.552863, real friend https://t.co/A6RCZQMTeX 
jazzygirl081, Sat Jan 30 03:36:43 +0000 2021, -117.104989, 32.810012, Angelajazzy https://t.co/AYcUklokqB 
SJGAINES99, Sat Jan 30 03:36:43 +0000 2021, -100.076888, 31.168893, @MelissasProduce Done! ‼‼‼ 
cereal_whore, Sat Jan 30 03:36:43 +0000 2021, -101.897173, 33.570526, I’m really buzzed off on white claw 😐 
Grillman73, Sat Jan 30 03:36:43 +0000 2021, -119.034349, 34.225328, Beautiful 
humorofphilly, Sat Jan 30 03:36:43 +0000 2021, -75.117998, 40.004866, Levels to this shit 
camilo_hdezd, Sat Jan 30 03:36:43 +0000 2021, -118.399639, 34.082497, @juankyAG Busca, que debe haber una app pa eso. 
passionn___, Sat Jan 30 03:36:43 +0000 2021, -95.446486, 29.838495, the one, not the two . https://t.co/DsYRKHfMne 
jimcclintock, Sat Jan 30 03:36:43 +0000 2021, -95.690732, 39.037579, @RoyalsSac206Fan @TheFakeNed Good tweet Brett 
LobooTweets, Sat Jan 30 03:36:43 +0000 2021, -82.324702, 28.224502, Popping my strip club cherry 
FefferCapital, Sat Jan 30 03:36:43 +0000 2021, -95.446486, 29.838495, The naivete of wsb 
DJ_BlackNoodles, Sat Jan 30 03:36:43 +0000 2021, -76.620482, 39.284713, @theeMINDOFARIEL LMAOOOOO my mom a Pisces I’m a Virgo rising abandonment at 15 then out by 19 or 20 🙃😭 
meghanann, Sat Jan 30 03:36:43 +0000 2021, -122.755776, 49.285459, Ahh @White_Spot took the nabashi prawns off the menu and I’m kinda bummed about it 😞 I love seafood!! 
phantomdaimon, Sat Jan 30 03:36:44 +0000 2021, -84.371791, 39.622087, @firstorderen because the virus? or money? 
marknoble, Sat Jan 30 03:36:44 +0000 2021, -82.914538, 40.148988, @nguyenkvvn @DeAngelisCorey 
santi15, Sat Jan 30 03:36:44 +0000 2021, -81.504908, 31.214489, Por ti descubri que una noche no tiene medidaQue estando en tus brazos se vuelve llorar de alegriaPor ti descubri… https://t.co/Gzh46O92d3 
mateoastorga, Sat Jan 30 03:36:44 +0000 2021, -106.632718, 35.117002, @L3Luisa 🙀👍🙋‍♂️ 
tacosnotwar, Sat Jan 30 03:36:44 +0000 2021, -118.411907, 34.020789, @luffy6612 Mines were about $170 I think but I’ve had them since 2013! They really do last :) 
EarlRob14400178, Sat Jan 30 03:36:44 +0000 2021, -84.370972, 39.184262, @alexinwonland 😍😍😍😍 
RealClelland, Sat Jan 30 03:36:44 +0000 2021, -117.562152, 34.121670, @oppositeofsalt I'm a licensed insurance agent and the Board Chair for a wonderful 501(c)(3) non-profit organizatio… https://t.co/vPzqbhXrmc 
MistressFAVORI1, Sat Jan 30 03:36:44 +0000 2021, -79.645081, 43.418190, @ninjasexparty MAKE IT STOP MAKE IT STOP MAKE STOP STOP TELL MY ITS GOING TO BE KOKAY SOOTH ME LOVE ME FOR 5 SECONDS PLEEEEEAAAASSSEEEE 
runderrickbean, Sat Jan 30 03:36:44 +0000 2021, -84.905665, 41.945302, How are you going to follow up a a double wheelstand to the line for the final transfer with "modified heats are up next"? 
HTR_pod, Sat Jan 30 03:36:44 +0000 2021, -91.130806, 40.810943, WHO KNOWS WHAT TIME IT IS?! https://t.co/fKXfShwZGh 
tiffkuroki, Sat Jan 30 03:36:44 +0000 2021, -110.915573, 32.189391, @KSmallsK @_huntergracee i love this so much for you baby! don’t ever settle for less! 
JonathanEmile, Sat Jan 30 03:36:44 +0000 2021, -73.723025, 45.557830, @tanikacharles7 Fam. 😪 
UnkleCharles, Sat Jan 30 03:36:44 +0000 2021, -120.862479, 37.499596, @MtgOwenFletcher No for big events. Play what you have. It's really more about the gathering than anything else. Bu… https://t.co/yMIOqEHeGS 
sebavicto, Sat Jan 30 03:36:44 +0000 2021, -73.723025, 45.557830, @andresscagliola Sería desarrollada por el único “Licenciado” en genética humana y su laboratorio: #Sendicvac 
AGWeisheit, Sat Jan 30 03:36:44 +0000 2021, -85.922362, 39.211432, @Lakersallthewa3 You on the whiskey tonight? I’m not letting Smith go for Brown, and neither is Ballard, you don’t… https://t.co/FvRpNQ0fLE 
Colton_p27, Sat Jan 30 03:36:44 +0000 2021, -91.401008, 30.937336, I swear ima wife this girl 
TheSaraNoH, Sat Jan 30 03:36:44 +0000 2021, -112.099190, 40.697940, @yoookimberly THANK YOU. 
johnjbeatonjr, Sat Jan 30 03:36:44 +0000 2021, -70.363531, 41.667737, @KarinaLongworth My Favorite Year 
bawbbzz, Sat Jan 30 03:36:44 +0000 2021, -73.831187, 40.670879, U R CORRECT @amandakloots ABOUT HOW SCENTS RE-ACT 2 YOUR BODYS BALANCE . .IM CONSTANTLY COMPLAINING ABOUT HOW PEOPL… https://t.co/IqnCmlzRTQ 
mfigroid, Sat Jan 30 03:36:45 +0000 2021, -117.905645, 33.663609, I just witnessed my first instance of double masking. Inside a bar. People are idiots. Their extra mask cancelled my lack of one. 
JamesIsaak2, Sat Jan 30 03:36:45 +0000 2021, -83.260795, 42.146818, @KimMiser Oh, I'll bet they love that! 
jeradgreen494, Sat Jan 30 03:36:45 +0000 2021, -82.781883, 34.721469, Folks in South Carolina said, “what pandemic?”  👀 
MapsSalamanca, Sat Jan 30 03:36:45 +0000 2021, -80.322631, 25.940281, El amor de mi vida es chiquito... tiene 10 años y se llama Juan Pablo Salamanca Beltran ❤️🥺... (hace mucho mucho no… https://t.co/YdDWBOReV4 
lakebrahlands, Sat Jan 30 03:36:45 +0000 2021, -96.761753, 32.819858, Oh shit, I forgot to bet against the Mavs. 
jamcclurkin, Sat Jan 30 03:36:45 +0000 2021, -96.053431, 41.275721, @MNHS_Basketball @TBirdBB @MNHSActivities Congrats Hunter 
ZmbabweH, Sat Jan 30 03:36:45 +0000 2021, -79.861034, 35.170499, We ready I'm  getting my body together right now crop tops is being served this summer 
StarMakerBolin, Sat Jan 30 03:36:45 +0000 2021, -85.722346, 38.195555, @SpectorRaven @PalmerReport @DaveBautista I don’t know what we have to do to motivate him to come on but we communi… https://t.co/YnEulYdQj4 
SWCRHockey, Sat Jan 30 03:36:45 +0000 2021, -93.594558, 44.806077, Stars get one back near the end of the second. Olimb deflection from O’Connell. 2-4. Shots 13-22. https://t.co/HctEjLCUxs 
pikittakbo, Sat Jan 30 03:36:45 +0000 2021, -73.831187, 40.670879, Get to work RIGHT NOW for @disruptionary Moumita. It is now OR NEVER 
TheRevYouKnow, Sat Jan 30 03:36:45 +0000 2021, -81.367773, 28.501678, @matoaka23 meanwhile, I'm up by ten or so. Like I said, piss the right people off. :) 
Ctinaloves2read, Sat Jan 30 03:36:46 +0000 2021, -73.977717, 40.705597, My spoiled baby.... https://t.co/i4rSCfjG5U 
evanwitsports, Sat Jan 30 03:36:46 +0000 2021, -87.860723, 42.911746, @JayDizzyD @kt_lynMichelle I had the same reaction. 
kwarninthemorn, Sat Jan 30 03:36:46 +0000 2021, -79.857363, 36.090397, @SlickPropaganda @scott_fowler like a tweet every once in awhile before disputing me, I don’t mind debating if you’… https://t.co/0DgGhxotYI 
SirEdwardJames, Sat Jan 30 03:36:46 +0000 2021, -97.432425, 27.737151, BIG BODY. Holy crap this kid is special. 
JimPepeWBB, Sat Jan 30 03:36:46 +0000 2021, -90.011008, 29.982601, Pompano Beach? At 30 lbs above his last fight weight (circa 2018), #TrevorBryan needs to incorporate a lot more gri… https://t.co/6OuBT32FHF 
GorgeousBossKy, Sat Jan 30 03:36:46 +0000 2021, -87.732013, 41.833585, My Bestfriend Really Got Her Body Did 😂😍 
bcsmith23, Sat Jan 30 03:36:46 +0000 2021, -73.856858, 41.035301, @AyorkaJozeph @jimcramer I hope you make millions of dollars. However, take a look at your local #GME store and let… https://t.co/iIndWUhcEF 
devireddyshashi, Sat Jan 30 03:36:47 +0000 2021, -97.150999, 32.960651, @VijayChilla 😉👍🙏 
TammiMinoski, Sat Jan 30 03:36:47 +0000 2021, -81.536358, 41.495131, @halciber I might end up dead! 😯😄😄 
DavidHammond, Sat Jan 30 03:36:47 +0000 2021, -87.788333, 41.885278, Two cute little lamb burger babies nestled in one of Carolyn’s cozy homemade buns, with fantastic sauce and air-fri… https://t.co/ytfzPBQvMG 
nejsnave, Sat Jan 30 03:36:47 +0000 2021, -79.272570, 43.629311, Great, researched thread that debunks  "vaccine placement" panic and self-hatred as a nation lol 
StayTruuuuu_2u, Sat Jan 30 03:36:47 +0000 2021, -83.173867, 32.678207, @ThegirlJT 🔥💙🥰 
Jeyyya, Sat Jan 30 03:36:47 +0000 2021, -117.294096, 34.134925, Howw 🤣🤣 
edward_lasseter, Sat Jan 30 03:36:47 +0000 2021, -81.100852, 33.992021, https://t.co/svyYWGMyv4 @ZooATL @GeorgiaAquarium @SCaquarium @SCStateMuseum @RiverbanksZoo @greenvillezoo @NCZoo… https://t.co/M47HHDUuJb 
conallgribben, Sat Jan 30 03:36:48 +0000 2021, -80.233328, 25.782353, @Andy @MeghanMcCain @evanrosskatz @mdyson81 
Whosanthonie, Sat Jan 30 03:36:48 +0000 2021, -84.273398, 33.703428, Oorrrrr or...people start and finish things at different parts of their lives and you shouldn’t look to your left o… https://t.co/PqYMiI6my5 
gothgfdotorg, Sat Jan 30 03:36:48 +0000 2021, -81.803052, 41.480418, @tarynperky I’m focusing on allowing myself to feel all the emotions but I’m very fortunate to be able to focus on… https://t.co/dMWmyh7gvB 
KendallV92, Sat Jan 30 03:36:48 +0000 2021, -73.831187, 40.670879, I think I like this one https://t.co/kxi1d7YqEx 
hayley03_, Sat Jan 30 03:36:48 +0000 2021, -81.733039, 38.375562, Someone please tell jacob that Amelia needs a dog sibling to grow up with, because he won’t listen to me lol 
i_am_kyry, Sat Jan 30 03:36:48 +0000 2021, -87.732013, 41.833585, Untucked is like old Untucked! This Bronx vs. South Atlanta moment is REAL! https://t.co/nPfVaTB9Ef 
_acg18, Sat Jan 30 03:36:48 +0000 2021, -100.293591, 25.641718, Toy triste 
evanponter, Sat Jan 30 03:36:48 +0000 2021, -118.411907, 34.020789, https://t.co/rcX0wssKkf 
LeeNaAj1, Sat Jan 30 03:36:48 +0000 2021, -77.101999, 38.880845, إلى الأبد ؟؟ لا اعتقد أبداً .. وجوده لطيف .. غيابه لا يضر !وحدها نفسك .. هي من تبقى إلى الأبد 
xo_connie, Sat Jan 30 03:36:48 +0000 2021, -80.369153, 25.825643, Hoy es viernes Hoy se bebe Y se jode 🍾🥂🥳 
DJGEE, Sat Jan 30 03:36:48 +0000 2021, -79.913521, 43.260695, @DrDiscHamilton @DJGEETV For sure 🙏🏻🙏🏻 much love 
Chastity_Wells_, Sat Jan 30 03:36:49 +0000 2021, -82.672903, 27.795720, What a shit storm 
Fame_mK2, Sat Jan 30 03:36:49 +0000 2021, -95.272323, 38.609063, @AustinCruelty @GentryGDM @Rutgers_Lou Those guys are repopulating the state of Montana after that placement 
jtp2106, Sat Jan 30 03:36:49 +0000 2021, -73.948775, 40.655138, @amandamull I got lazy and bought a slicer so now every omelet has peppers and onions. Totally worth it 
bryceburgessis1, Sat Jan 30 03:36:48 +0000 2021, -95.538134, 30.337514, https://t.co/RdLDb0VgO0 
AcidneverSlack, Sat Jan 30 03:36:49 +0000 2021, -119.025163, 35.346902, @iTzSergioBruhh Appreciate you bro I’m mad my daughter had to see that 
PaulPep4, Sat Jan 30 03:36:49 +0000 2021, -94.570042, 39.208563, @kc_mavericks https://t.co/Ep7Rzrjcu5 
marianabaar96, Sat Jan 30 03:36:49 +0000 2021, -103.233130, 25.244223, @YessicaMarrufo Jajaja yo tambien ando con lo mism9 
lotusf33t, Sat Jan 30 03:36:49 +0000 2021, -117.434547, 47.667438, @Ketih_the_Yeti Off their meds 
PghFox, Sat Jan 30 03:36:49 +0000 2021, -79.888224, 40.349195, That doesn't look lime a basement.#BidenHarrisAdministration #PresidentBiden https://t.co/4V0gX0wqAw 
511NY, Sat Jan 30 03:36:49 +0000 2021, -72.668162, 41.769533, Incident on #I84 WB at 0.05 miles beyond Exit 50 (US 44 WB) https://t.co/rIN1ui401j 
mltay85, Sat Jan 30 03:36:49 +0000 2021, -70.432176, 43.505302, @newscentermaine @TVLeeG Why people do this is beyond me. Just why? 
511NY, Sat Jan 30 03:36:49 +0000 2021, -73.833543, 40.771131, Construction on #I678 NB at Linden Place; I-678 https://t.co/5asVCEZkqZ 
silkybo1, Sat Jan 30 03:36:49 +0000 2021, -97.347574, 37.552066, At least Pee Tapes 
gaymiIa, Sat Jan 30 03:36:49 +0000 2021, -121.739163, 38.558554, @csmilaobsessed queria el poster rosa pero sale a 28 con envio 😭 
jazzygirl081, Sat Jan 30 03:36:49 +0000 2021, -117.104989, 32.810012, https://t.co/pIEZKhJeO5 
HayvenMcCracken, Sat Jan 30 03:36:50 +0000 2021, -97.343915, 37.683897, posted it everywhere else so why not https://t.co/6aulz1019U 
Dj_Richie_Dan, Sat Jan 30 03:36:50 +0000 2021, -83.804475, 27.698682, @SebGorka Were you looking to land a modeling contract Gorka? 
LaquieshaIsLuv, Sat Jan 30 03:36:50 +0000 2021, -118.411907, 34.020789, This subway hitting on God 
misemici, Sat Jan 30 03:36:50 +0000 2021, -86.142922, 39.779562, @TheSummerJewel I laughed at the subject line as I deleted it. 
rona65, Sat Jan 30 03:36:50 +0000 2021, -118.156711, 33.809172, "...there were two campaigns to elect Donald Trump— one run by Trump and one run by the Russian government."https://t.co/UrOYS51FTl 
bob66668047, Sat Jan 30 03:36:50 +0000 2021, -93.361321, 46.441861, @JackPosobiec Touché https://t.co/zODteIm0ff 
ScottErickson5, Sat Jan 30 03:36:50 +0000 2021, -86.876214, 30.424392, @HockeyMankato #MavFamFeud Pawloski with a shutout! Seems about right. 
connor_asada, Sat Jan 30 03:36:51 +0000 2021, -100.076888, 31.168893, you shooooo cryyyyy pretty 
Krvsty, Sat Jan 30 03:36:51 +0000 2021, -72.802142, 40.861830, ❗️Claire needs our help people❗️ 
Ultraman1973, Sat Jan 30 03:36:51 +0000 2021, -95.765171, 36.062702, I'm at Buffalo Wild Wings - @bwwings in Broken Arrow, OK https://t.co/4EEwS3XIbq 
Mlk_1991, Sat Jan 30 03:36:51 +0000 2021, -122.435979, 37.770657, فاقصد الى قمم الاشياءِ تدركها تجري الرياح كما رادت لها السفنُ 
DunnHingst, Sat Jan 30 03:36:51 +0000 2021, -82.807855, 42.675010, The GOP cannot profess to support the police but then disregard the attack of the police on Jan 6. Trump and his at… https://t.co/XfacAMb0AZ 
urdeal59, Sat Jan 30 03:36:51 +0000 2021, -112.124676, 33.552863, @InTheNoosphere No 
olvermom, Sat Jan 30 03:36:51 +0000 2021, -117.789005, 33.890425, @KFILE It hasn’t been long at all.  I promise you one day you will cherish all the good times!   One day at a time❤️ 
josephstacker2, Sat Jan 30 03:36:51 +0000 2021, -86.435508, 36.965671, Kentucky Vs Texas Game Cancelled Tomorrow Basketball Game For Covid 19 We Need Rescheduled The Game Or Play Kansas… https://t.co/dWBbzpvLjY 
rcevetto, Sat Jan 30 03:36:51 +0000 2021, -80.759416, 41.190866, @TheHookRocks Out Ta Get Me 
RockinRLTX, Sat Jan 30 03:36:51 +0000 2021, -97.135638, 32.701850, Pull the decree you stalking troll and you will see that I didn’t take one cent. Quit running your mouth about thin… https://t.co/PkkBrT5RbM 
STLDanni, Sat Jan 30 03:36:51 +0000 2021, -90.551064, 38.586212, @janelle_in_stl Hahahaha! Way to commit! I got through it in like 12 hours as well. Could not turn it off! https://t.co/37xqwjtXTE 
dreteezy, Sat Jan 30 03:36:51 +0000 2021, -80.294893, 26.156619, @sydneynoaustra1 🤣 
rforest13, Sat Jan 30 03:36:51 +0000 2021, -94.498228, 37.096519, @mello 😉 
BrandonG_25, Sat Jan 30 03:36:51 +0000 2021, -101.701754, 34.188727, @TweetPete_1 @TanisJackson23 @AveryGute18 Wow good move by the Cards! 
RyansCardss, Sat Jan 30 03:36:51 +0000 2021, -96.672767, 33.112317, Wow I definitely didn’t meant it like that. Cards boys. Cards. Jesus 
DmytrukJeff, Sat Jan 30 03:36:51 +0000 2021, -93.249777, 45.049967, @EricJrAllStar @giannakneepkens Congratulations 
cereal_whore, Sat Jan 30 03:36:51 +0000 2021, -101.897173, 33.570526, One* 
fucckyassy, Sat Jan 30 03:36:51 +0000 2021, -79.272570, 43.629311, @HeartLakeRecord Love y’all back! ❤️ 
Eugene1172, Sat Jan 30 03:36:52 +0000 2021, -83.173867, 32.678207, @beautyby_jasz @Jennypjd @NyxCosmetics Your welcome 
RouusVillarreal, Sat Jan 30 03:36:52 +0000 2021, -100.196134, 25.676603, Me preguntan que si me pondría la vacuna rusa, wey, comí tacos del obelisco toda la facu. Obvio sí 
bwbluestv, Sat Jan 30 03:36:52 +0000 2021, -122.278486, 37.758798, 🎥🎥🎥SHOUT OUT VIDEOS🎥🎥🎥 @JasonPLondon &amp; @imcorinnemec will be recording Personalized Thank You Videos this weekend,… https://t.co/2VnXlPvCpW 
ObsidianBlade_, Sat Jan 30 03:36:52 +0000 2021, -117.104989, 32.810012, @LilCFlo Where’s this supposed army to hold the line? MIA so far 😭 
hooded_eye_girl, Sat Jan 30 03:36:52 +0000 2021, -76.355918, 36.841764, @FedEx @FedExHelp your service is absolute TRASH!!!! My package from @bhcosmetics has been sitting in Needles, CA f… https://t.co/xVH7Wh6z1c 
TownCenter2, Sat Jan 30 03:36:52 +0000 2021, -81.466624, 41.606118, Brett Fulton puts one back for @RRebounders https://t.co/wnewFri6lE 
BUNZZBUNNYY, Sat Jan 30 03:36:52 +0000 2021, -117.022695, 38.502147, Boss move 🙌🏼💯 thank you 👍 
bwbluestv, Sat Jan 30 03:36:52 +0000 2021, -122.278486, 37.758798, 📑📑📑AUTOGRAPHED SCRIPTS📑📑📑will be printed once we have a locked director's draft, which should be any day now. The 8… https://t.co/KzcvXn5zYh 
BrndnBmnPhotos, Sat Jan 30 03:36:52 +0000 2021, -89.266508, 39.739300, Badasssss 
magicman0293, Sat Jan 30 03:36:52 +0000 2021, -85.768241, 37.822244, @dogskidsncake @DavidCornDC Joe Flynn...IS a patriot... Roger Stone is a convicted felon... pardon or not. By pardo… https://t.co/Au8THFITG5 
bwbluestv, Sat Jan 30 03:36:52 +0000 2021, -122.278486, 37.758798, 📬📬📬That said all the perks are processing and will be sent out as soon as possible. Thank you so much for your supp… https://t.co/UBKhM91T9u 
CarlyELehwald, Sat Jan 30 03:36:52 +0000 2021, -87.732013, 41.833585, @AdamParkhomenko Lololol 
sofiapatience, Sat Jan 30 03:36:52 +0000 2021, -80.369153, 25.825643, going live on instagram in 5 min come hang @ duboissofia 
laikachi, Sat Jan 30 03:36:52 +0000 2021, -75.800141, 45.248791, @LaLaKosply I'm like... Pretty sure I've seen it once before? The details were hazy but I really loved it this time… https://t.co/iIhqgjtE1Q 
mauraconsedine, Sat Jan 30 03:36:52 +0000 2021, -73.831187, 40.670879, a year ago today I randomly decided to buy a second row jagged ticket for myself..... I miss being this happy 🥲 https://t.co/Wp3KDjq8Gb 
yashasvilv, Sat Jan 30 03:36:53 +0000 2021, -80.428864, 37.229291, 180k likes...... 
kmheggen, Sat Jan 30 03:36:53 +0000 2021, -91.682855, 41.976528, @coachkruz Oh if only his name was Fieldhouse. 
JulieTyrrell3, Sat Jan 30 03:36:53 +0000 2021, -81.197276, 28.588445, @genej101 @justbeachy200 https://t.co/1rzI2JOsAj. Some info on treatment of increased copper in neuro degenerative… https://t.co/1HCv4gJtSZ 
joncwriter, Sat Jan 30 03:36:53 +0000 2021, -122.435979, 37.770657, Night view https://t.co/OLQDOJwyQq 
dmc1701, Sat Jan 30 03:36:53 +0000 2021, -75.800141, 45.248791, Gotta retweet this because the garbage coming out if the right is consistent and plays well to the base. This guy h… https://t.co/SOErogJKv6 
bonedogswife, Sat Jan 30 03:36:53 +0000 2021, -118.411907, 34.020789, Turns out "forever" means like 2 hours and change 
l_grayston, Sat Jan 30 03:36:53 +0000 2021, -82.707778, 27.861014, Writ of quo warranto 
J_prince239, Sat Jan 30 03:36:54 +0000 2021, -81.823177, 26.622149, I'm in sales I get the ABC's...but damn stop trying to push your products....be a normal person...have normal conversations...be human 
Reggie_IsDead, Sat Jan 30 03:36:54 +0000 2021, -75.117998, 40.004866, I know y’all mfs don’t cook or if y’all do y’all don’t clean y’all stovetops because wtf is there to be disgusted b… https://t.co/iCAgBylqcy 
YuriyATL404, Sat Jan 30 03:36:54 +0000 2021, -115.135165, 36.060964, https://t.co/RIKpZ3FAgr 
ChinLovesIowa, Sat Jan 30 03:36:54 +0000 2021, -91.618471, 41.754823, @IrrationalHawk #Fact 
KalEl02931697, Sat Jan 30 03:36:54 +0000 2021, -100.270474, 25.736715, Pues es la medida normal, no?... https://t.co/CJHbcqOUAb 
queenbriyonce, Sat Jan 30 03:36:54 +0000 2021, -74.896355, 39.958270, love him 😛 
SeanJunor, Sat Jan 30 03:36:54 +0000 2021, -123.133243, 49.288257, A good vaccine assessment amidst the noise of who is to blame 
lumpblock, Sat Jan 30 03:36:54 +0000 2021, -111.737566, 33.405755, @SLMcOwan @bariweiss @Ayaan Or maybe she's wrong, as all the predictable crowd rush to sing her praise.See how that works? 
lvpthemvp, Sat Jan 30 03:36:54 +0000 2021, -84.433106, 33.767195, @DatelineNBC Not at all. 😂 
530postscript, Sat Jan 30 03:36:54 +0000 2021, -119.025163, 35.346902, #2KChecksLet Joe Biden know how you feel about not getting the $2,000 check you were promised.#2000StimulusCheckshttps://t.co/IvjDQsSOw8 
ALoFitz3D, Sat Jan 30 03:36:54 +0000 2021, -87.732013, 41.833585, @SteiberMedia There are some challenges I can't turn down. I'll delete insta before I get rid of Twitter tho. 
ninerpride66, Sat Jan 30 03:36:55 +0000 2021, -112.462861, 40.592501, @RANS0M__ Ransom, my bad I don’t follow baseball and I was complaining that the trade involved baseball players. Bu… https://t.co/01lRnwGDXl 
RobbieDuckwort5, Sat Jan 30 03:36:55 +0000 2021, -79.861034, 35.170499, @turtledumplin Stunning very beautiful 
Mom2MomResale, Sat Jan 30 03:36:55 +0000 2021, -77.315676, 37.523189, Preemie outfits in stock! Hurry they won’t last long. @ Mom 2 Mom https://t.co/UlmbA3jVnY 
Becca1186, Sat Jan 30 03:36:55 +0000 2021, -118.063704, 33.928933, PSA. We’re still in a pandemic, so paying with cash means I have to wash my hands every time. I’m in pain. Please s… https://t.co/JUYWraqB4M 
nightjousting, Sat Jan 30 03:36:55 +0000 2021, -80.240128, 43.534199, 🤭🤭😆 @optic__core https://t.co/fnv3IYSq0j 
cubjspelka, Sat Jan 30 03:36:55 +0000 2021, -85.768241, 37.822244, Do I think that the cubs care, hoyer might but not Ricketts. Please let get Colton Wong. 
EFrazier512, Sat Jan 30 03:36:55 +0000 2021, -98.540651, 29.417501, God bless Texas 
jazzygirl081, Sat Jan 30 03:36:55 +0000 2021, -117.104989, 32.810012, https://t.co/wOePlVId9z 
Suzanne31785213, Sat Jan 30 03:36:55 +0000 2021, -83.369718, 42.311306, #ExpelHerNow #ExpelHerNow 
dais_isabel, Sat Jan 30 03:36:55 +0000 2021, -90.247824, 38.653771, Over it. 
MarkSmi35403454, Sat Jan 30 03:36:55 +0000 2021, -94.822776, 29.287575, @RealMattCouch Drive 
DavidCMurphy, Sat Jan 30 03:36:55 +0000 2021, -118.411907, 34.020789, I hate near me so much. We need ample dense housing so that people don’t have to live on top of each other. Cost of… https://t.co/QBHt0DBFKq 
